# RMSE,MAPE,Lower quantile,Upper quantile,Integrated confidence interval,Fraction covered
2.771965e-02,1.748797e-02,6.426790e-01,6.559412e-01,1.353679e-02,3.587528e-01
3.681392e-02,1.788774e-02,5.697408e-01,5.941467e-01,1.353679e-02,6.161542e-01
5.887982e-02,2.694105e-02,7.500903e-01,7.756749e-01,1.353679e-02,2.548227e-01
5.504676e-02,3.270388e-02,7.536407e-01,8.001536e-01,1.353679e-02,6.652979e-01
5.189418e-02,2.619021e-02,7.487145e-01,7.580975e-01,1.353679e-02,8.356721e-02
8.908863e-02,3.124832e-02,8.268431e-01,8.479177e-01,1.353679e-02,2.557679e-01
6.114674e-02,2.133297e-02,8.032161e-01,8.170201e-01,1.353679e-02,5.426905e-01
7.523551e-02,3.824053e-02,7.463359e-01,7.743827e-01,1.353679e-02,1.997841e-01
3.385689e-02,1.750892e-02,7.370157e-01,7.578168e-01,1.353679e-02,4.568280e-01
9.957752e-02,3.284358e-02,8.688034e-01,8.977360e-01,1.353679e-02,6.053207e-01
2.559074e-02,1.606325e-02,6.273472e-01,6.557784e-01,1.353679e-02,7.668918e-01
4.692696e-02,1.963409e-02,7.098976e-01,7.237492e-01,1.353679e-02,6.250314e-01
1.201638e-01,3.555664e-02,8.458709e-01,8.690081e-01,1.353679e-02,2.232851e-01
3.491485e-02,1.962958e-02,6.721628e-01,6.985584e-01,1.353679e-02,7.547378e-01
6.106259e-02,4.668669e-02,5.235083e-01,5.482384e-01,1.353679e-02,9.864794e-02
7.415967e-02,1.888190e-02,7.810892e-01,8.120252e-01,1.353679e-02,7.662026e-01
1.153560e-01,2.547782e-02,6.986479e-01,7.166436e-01,1.353679e-02,5.898201e-01
1.180732e-01,3.990848e-02,8.469131e-01,8.662851e-01,1.353679e-02,1.527904e-01
1.526560e-01,4.536350e-02,7.337557e-01,7.557144e-01,1.353679e-02,4.867454e-01
5.942584e-02,3.182707e-02,8.167833e-01,8.348664e-01,1.353679e-02,1.868021e-01
5.030240e-02,3.512462e-02,6.943560e-01,7.111052e-01,1.353679e-02,1.248797e-01
5.641084e-02,2.580236e-02,6.635801e-01,6.818944e-01,1.353679e-02,6.372129e-01
7.783261e-02,4.029515e-02,8.471976e-01,8.739222e-01,1.353679e-02,2.669182e-01
