# RMSE,MAPE,Lower quantile,Upper quantile,Integrated confidence interval,Fraction covered
2.838597e-02,1.578516e-02,6.354207e-01,6.566056e-01,1.394921e-02,6.358479e-01
3.167243e-02,2.064757e-02,5.639953e-01,5.976502e-01,1.394921e-02,2.546899e-01
5.849073e-02,2.704016e-02,7.502389e-01,7.757846e-01,1.394921e-02,2.197048e-01
5.759256e-02,3.657806e-02,7.624936e-01,8.045974e-01,1.394921e-02,2.175905e-01
4.165187e-02,2.471792e-02,7.418087e-01,7.575751e-01,1.394921e-02,2.262615e-01
6.982659e-02,2.677265e-02,8.248510e-01,8.489442e-01,1.394921e-02,2.290138e-01
5.094323e-02,1.817125e-02,7.968056e-01,8.132855e-01,1.394921e-02,5.562645e-01
6.456394e-02,3.873232e-02,7.433947e-01,8.046610e-01,1.394921e-02,5.646440e-01
3.555204e-02,1.807165e-02,7.404492e-01,7.545616e-01,1.394921e-02,2.743576e-01
8.736172e-02,3.205322e-02,8.686354e-01,8.967867e-01,1.394921e-02,5.937483e-01
2.326153e-02,1.436951e-02,6.249521e-01,6.592413e-01,1.394921e-02,8.004117e-01
5.140533e-02,2.022905e-02,7.094498e-01,7.292051e-01,1.394921e-02,7.013929e-01
1.018300e-01,3.270180e-02,8.517698e-01,8.747122e-01,1.394921e-02,3.076654e-01
3.464521e-02,2.234056e-02,6.643537e-01,7.029909e-01,1.394921e-02,3.887006e-01
6.197031e-02,4.762614e-02,5.222059e-01,5.445815e-01,1.394921e-02,1.049605e-01
7.402534e-02,2.146002e-02,7.831739e-01,8.205101e-01,1.394921e-02,6.357537e-01
9.884647e-02,2.605143e-02,6.993135e-01,7.121883e-01,1.394921e-02,3.611468e-01
1.103047e-01,3.697873e-02,8.406284e-01,8.705034e-01,1.394921e-02,5.577334e-01
1.319128e-01,4.317126e-02,7.268932e-01,7.534215e-01,1.394921e-02,1.791794e-01
6.630456e-02,3.375898e-02,8.121294e-01,8.395490e-01,1.394921e-02,2.619002e-01
4.947719e-02,3.400707e-02,6.911960e-01,7.212874e-01,1.394921e-02,2.572761e-01
4.809120e-02,2.357282e-02,6.533334e-01,6.793061e-01,1.394921e-02,7.054056e-01
7.875841e-02,3.730092e-02,8.451822e-01,8.743884e-01,1.394921e-02,5.237669e-01
6.860321e-02,3.496502e-02,7.511953e-01,7.879320e-01,1.394921e-02,6.783081e-01
7.985573e-02,2.537046e-02,8.413737e-01,8.620134e-01,1.394921e-02,6.936989e-01
8.202777e-02,6.246607e-02,7.257035e-01,7.434870e-01,1.394921e-02,7.217431e-02
3.713737e-02,2.328592e-02,6.451907e-01,6.765826e-01,1.394921e-02,6.427673e-01
8.942959e-02,3.129764e-02,7.470570e-01,7.812847e-01,1.394921e-02,4.713301e-01
4.744903e-02,2.372382e-02,5.973506e-01,6.207791e-01,1.394921e-02,6.568814e-01
2.159704e-02,1.547881e-02,6.502334e-01,6.793050e-01,1.394921e-02,5.807448e-01
7.282812e-02,2.685631e-02,7.393894e-01,7.568426e-01,1.394921e-02,6.846540e-01
4.940082e-02,2.996909e-02,5.499995e-01,5.790315e-01,1.394921e-02,1.595132e-01
1.496449e-01,2.736158e-02,8.035167e-01,8.302637e-01,1.394921e-02,6.809506e-01
2.920808e-02,1.614796e-02,6.395491e-01,6.577400e-01,1.394921e-02,6.967925e-01
7.595456e-02,3.284436e-02,8.389329e-01,8.686927e-01,1.394921e-02,2.522811e-01
6.706008e-02,2.320897e-02,8.097959e-01,8.388651e-01,1.394921e-02,6.804395e-01
7.993493e-02,3.322226e-02,6.241281e-01,6.647482e-01,1.394921e-02,5.264933e-01
5.679746e-02,2.079097e-02,8.072196e-01,8.366976e-01,1.394921e-02,6.198383e-01
4.499317e-02,2.102027e-02,7.350959e-01,7.616122e-01,1.394921e-02,5.479267e-01
6.743278e-02,2.356349e-02,8.283890e-01,8.455945e-01,1.394921e-02,1.531969e-01
6.293791e-02,2.401561e-02,7.284715e-01,7.576576e-01,1.394921e-02,3.952216e-01
4.454502e-02,2.205946e-02,6.078329e-01,6.330986e-01,1.394921e-02,7.343868e-01
7.683149e-02,4.235672e-02,6.911163e-01,7.129551e-01,1.394921e-02,2.664641e-01
1.913463e-01,5.699551e-02,7.711577e-01,8.345672e-01,1.394921e-02,5.127450e-01
3.876752e-02,2.526580e-02,6.365859e-01,6.699975e-01,1.394921e-02,2.501749e-01
4.595082e-02,2.459501e-02,6.415305e-01,6.671496e-01,1.394921e-02,4.631747e-01
6.504556e-02,2.847056e-02,8.508568e-01,8.769395e-01,1.394921e-02,6.460924e-01
9.935560e-02,3.796145e-02,7.646729e-01,7.970822e-01,1.394921e-02,3.319386e-01
3.640547e-02,1.908504e-02,7.243360e-01,7.701612e-01,1.394921e-02,8.085575e-01
7.225021e-02,2.552126e-02,6.427916e-01,6.610318e-01,1.394921e-02,5.534580e-01
1.070836e-01,4.990361e-02,8.240697e-01,8.534638e-01,1.394921e-02,3.252010e-01
1.800338e-01,1.035885e-01,6.365447e-01,6.779076e-01,1.394921e-02,1.722912e-01
6.002447e-02,1.892849e-02,7.449015e-01,7.731147e-01,1.394921e-02,7.599086e-01
8.744115e-02,4.258873e-02,6.279435e-01,6.579064e-01,1.394921e-02,2.229861e-01
9.575486e-02,3.425546e-02,8.405769e-01,8.623765e-01,1.394921e-02,1.300068e-01
3.430841e-02,1.852378e-02,7.399805e-01,7.533976e-01,1.394921e-02,3.167577e-01
6.958058e-02,3.159888e-02,5.993534e-01,6.268429e-01,1.394921e-02,5.245867e-01
6.627923e-02,2.892402e-02,6.162426e-01,6.593952e-01,1.394921e-02,6.261784e-01
4.184447e-02,2.252100e-02,5.972122e-01,6.187362e-01,1.394921e-02,6.936804e-01
6.263892e-02,3.548932e-02,4.805776e-01,5.304811e-01,1.394921e-02,1.917741e-01
3.477241e-02,1.567336e-02,6.493079e-01,6.750727e-01,1.394921e-02,8.175319e-01
8.527796e-02,5.489990e-02,6.456330e-01,6.855013e-01,1.394921e-02,1.656677e-01
3.919851e-02,1.556597e-02,6.420129e-01,6.563172e-01,1.394921e-02,5.134623e-01
9.098720e-02,2.855854e-02,7.822376e-01,8.072884e-01,1.394921e-02,2.972569e-01
3.514893e-02,1.967076e-02,7.285170e-01,7.498876e-01,1.394921e-02,6.450590e-01
3.451172e-02,1.972321e-02,6.997568e-01,7.207375e-01,1.394921e-02,1.996899e-01
6.864954e-02,2.835190e-02,7.104801e-01,7.442501e-01,1.394921e-02,6.807184e-01
4.760278e-02,2.147482e-02,7.778435e-01,8.035074e-01,1.394921e-02,3.027023e-01
8.109391e-02,4.223651e-02,7.465985e-01,8.111539e-01,1.394921e-02,7.072789e-01
7.139471e-02,3.176547e-02,7.380940e-01,7.855893e-01,1.394921e-02,6.953956e-01
4.983183e-02,2.753749e-02,5.455778e-01,5.767388e-01,1.394921e-02,7.452018e-01
4.703515e-02,1.972642e-02,6.458412e-01,6.723295e-01,1.394921e-02,6.771018e-01
9.899991e-02,4.339292e-02,7.872187e-01,8.206784e-01,1.394921e-02,5.858080e-01
3.576873e-02,1.746951e-02,6.480736e-01,6.738134e-01,1.394921e-02,7.208669e-01
8.096899e-02,2.535666e-02,6.749128e-01,7.054883e-01,1.394921e-02,3.542214e-01
3.710129e-02,2.244107e-02,7.783480e-01,8.008391e-01,1.394921e-02,3.497413e-01
4.393215e-02,2.030829e-02,6.988593e-01,7.264839e-01,1.394921e-02,6.027694e-01
6.968080e-02,3.456466e-02,7.358626e-01,7.737074e-01,1.394921e-02,2.370008e-01
6.532700e-02,4.911133e-02,5.409148e-01,5.779497e-01,1.394921e-02,1.319668e-01
4.213338e-02,2.438507e-02,7.123306e-01,7.687624e-01,1.394921e-02,7.568187e-01
6.094005e-02,3.220958e-02,7.873320e-01,8.220261e-01,1.394921e-02,2.344421e-01
5.122827e-02,1.826187e-02,7.650515e-01,7.948833e-01,1.394921e-02,7.300825e-01
4.213919e-02,2.253036e-02,5.539205e-01,5.814496e-01,1.394921e-02,1.897666e-01
3.330287e-02,1.481236e-02,6.506967e-01,6.660207e-01,1.394921e-02,7.496270e-01
8.116324e-02,3.190845e-02,7.207811e-01,7.443739e-01,1.394921e-02,2.449121e-01
3.804019e-02,1.814999e-02,6.813578e-01,7.072735e-01,1.394921e-02,7.408759e-01
8.749527e-02,6.104351e-02,7.053610e-01,7.584547e-01,1.394921e-02,2.137090e-01
4.627974e-02,2.026786e-02,6.262906e-01,6.493294e-01,1.394921e-02,7.348037e-01
5.182490e-02,2.711433e-02,7.010528e-01,7.341577e-01,1.394921e-02,6.939000e-01
6.172983e-02,2.519739e-02,7.777307e-01,8.219149e-01,1.394921e-02,6.365727e-01
5.878213e-02,2.361563e-02,7.649873e-01,7.920853e-01,1.394921e-02,5.489979e-01
1.413900e-01,3.241130e-02,7.954159e-01,8.225638e-01,1.394921e-02,2.769230e-01
6.815528e-02,2.543985e-02,7.711927e-01,7.826073e-01,1.394921e-02,2.458594e-01
3.018957e-02,1.668455e-02,7.237288e-01,7.690094e-01,1.394921e-02,8.287215e-01
1.084486e-01,4.424441e-02,8.620587e-01,9.049327e-01,1.394921e-02,6.660027e-01
6.326859e-02,2.648995e-02,7.306431e-01,7.662290e-01,1.394921e-02,3.777209e-01
4.007225e-02,2.381017e-02,7.161768e-01,7.401668e-01,1.394921e-02,4.158278e-01
3.734786e-02,2.177294e-02,7.351938e-01,7.673101e-01,1.394921e-02,6.422985e-01
6.888361e-02,3.257364e-02,7.746560e-01,8.071203e-01,1.394921e-02,6.265063e-01
5.774999e-02,3.431516e-02,6.546850e-01,6.944203e-01,1.394921e-02,2.329005e-01
