# RMSE,MAPE,Lower quantile,Upper quantile,Integrated confidence interval,Fraction covered
2.742967e-02,1.481342e-02,6.364082e-01,6.597486e-01,1.091581e-02,7.411052e-01
2.298434e-02,1.667394e-02,5.721482e-01,6.018296e-01,1.091581e-02,7.928365e-01
5.891499e-02,2.563925e-02,7.504053e-01,7.794975e-01,1.091581e-02,6.584994e-01
5.690318e-02,3.235663e-02,7.546625e-01,7.917686e-01,1.091581e-02,7.311448e-01
4.046418e-02,2.371050e-02,7.399842e-01,7.607194e-01,1.091581e-02,6.187122e-01
7.051211e-02,2.388545e-02,8.194414e-01,8.505598e-01,1.091581e-02,6.854731e-01
5.989890e-02,2.316814e-02,8.018312e-01,8.200983e-01,1.091581e-02,1.780303e-01
3.617143e-02,2.394304e-02,7.709035e-01,8.115588e-01,1.091581e-02,5.184128e-01
4.044067e-02,2.114416e-02,7.368124e-01,7.573781e-01,1.091581e-02,3.388959e-01
9.917188e-02,3.141274e-02,8.654761e-01,8.944067e-01,1.091581e-02,5.913201e-01
2.322083e-02,1.473060e-02,6.294016e-01,6.666613e-01,1.091581e-02,8.728591e-01
5.658713e-02,2.201657e-02,7.108250e-01,7.334163e-01,1.091581e-02,7.134364e-01
8.914717e-02,2.671228e-02,8.604002e-01,8.831079e-01,1.091581e-02,6.033518e-01
3.035131e-02,1.740940e-02,6.672786e-01,7.058330e-01,1.091581e-02,8.271643e-01
3.090611e-02,2.356368e-02,5.110585e-01,5.346444e-01,1.091581e-02,1.763292e-01
4.661812e-02,1.464971e-02,7.933022e-01,8.084356e-01,1.091581e-02,6.733264e-01
9.995224e-02,2.430836e-02,6.952535e-01,7.113169e-01,1.091581e-02,5.910308e-01
1.398596e-01,4.028753e-02,8.467818e-01,8.888448e-01,1.091581e-02,6.516008e-01
9.759753e-02,3.367015e-02,7.325206e-01,7.704446e-01,1.091581e-02,6.740104e-01
7.073260e-02,4.068643e-02,8.071626e-01,8.449686e-01,1.091581e-02,2.507001e-01
4.999380e-02,3.189014e-02,6.960497e-01,7.218557e-01,1.091581e-02,5.086765e-01
5.832930e-02,2.654139e-02,6.702042e-01,6.879817e-01,1.091581e-02,6.648595e-01
8.893704e-02,4.301187e-02,8.324925e-01,8.700582e-01,1.091581e-02,2.038696e-01
6.318060e-02,3.200981e-02,7.500911e-01,7.711404e-01,1.091581e-02,6.046871e-01
7.317435e-02,2.214321e-02,8.426458e-01,8.613176e-01,1.091581e-02,6.975693e-01
8.377694e-02,5.987648e-02,7.052655e-01,7.319192e-01,1.091581e-02,1.162674e-01
5.171585e-02,2.094623e-02,6.458945e-01,6.806106e-01,1.091581e-02,7.319854e-01
6.064806e-02,2.828422e-02,7.634255e-01,7.850159e-01,1.091581e-02,5.581400e-01
3.450581e-02,2.123438e-02,5.891033e-01,6.069542e-01,1.091581e-02,6.197686e-01
2.376391e-02,1.499847e-02,6.580375e-01,6.799120e-01,1.091581e-02,5.509513e-01
6.681938e-02,2.715449e-02,7.356030e-01,7.604289e-01,1.091581e-02,6.273787e-01
2.942947e-02,1.680111e-02,5.548137e-01,5.806810e-01,1.091581e-02,7.329045e-01
1.339497e-01,2.659275e-02,8.018445e-01,8.240136e-01,1.091581e-02,7.207638e-01
2.849865e-02,1.194020e-02,6.432909e-01,6.613449e-01,1.091581e-02,7.648331e-01
8.773744e-02,3.375683e-02,8.255110e-01,8.563997e-01,1.091581e-02,5.478703e-01
7.029579e-02,2.571884e-02,8.164214e-01,8.403729e-01,1.091581e-02,3.876672e-01
5.574518e-02,2.555850e-02,6.279273e-01,6.607608e-01,1.091581e-02,7.868340e-01
4.447643e-02,1.934878e-02,7.974237e-01,8.228589e-01,1.091581e-02,7.366139e-01
6.079450e-02,2.843400e-02,7.346800e-01,7.690172e-01,1.091581e-02,4.349206e-01
6.698275e-02,2.046238e-02,8.246834e-01,8.500374e-01,1.091581e-02,7.109934e-01
4.400776e-02,2.069292e-02,7.316022e-01,7.523699e-01,1.091581e-02,5.312769e-01
5.345304e-02,2.512234e-02,6.131617e-01,6.433536e-01,1.091581e-02,7.399642e-01
6.344860e-02,3.601158e-02,6.783231e-01,7.034460e-01,1.091581e-02,3.135684e-01
6.932593e-02,3.113443e-02,8.404804e-01,8.792334e-01,1.091581e-02,5.026021e-01
3.340537e-02,2.219320e-02,6.406451e-01,6.652286e-01,1.091581e-02,4.067258e-01
4.016479e-02,1.869857e-02,6.327943e-01,6.579509e-01,1.091581e-02,7.781408e-01
5.482492e-02,2.476666e-02,8.395405e-01,8.684007e-01,1.091581e-02,6.347306e-01
8.706321e-02,3.251081e-02,7.560869e-01,7.881404e-01,1.091581e-02,6.880503e-01
3.868762e-02,1.954700e-02,7.330522e-01,7.657335e-01,1.091581e-02,7.762290e-01
6.200216e-02,2.865896e-02,6.406605e-01,6.706254e-01,1.091581e-02,3.347184e-01
1.148671e-01,5.521846e-02,8.186923e-01,8.525624e-01,1.091581e-02,3.349462e-01
1.584914e-01,8.681890e-02,6.606482e-01,6.975176e-01,1.091581e-02,2.113959e-01
4.899771e-02,1.809315e-02,7.467437e-01,7.758280e-01,1.091581e-02,7.549143e-01
7.961845e-02,3.581091e-02,6.285490e-01,6.558613e-01,1.091581e-02,7.016844e-01
1.197199e-01,3.663966e-02,8.371795e-01,8.594238e-01,1.091581e-02,4.870117e-01
4.031332e-02,2.225431e-02,7.327946e-01,7.540601e-01,1.091581e-02,5.375331e-01
5.592749e-02,2.665276e-02,6.033454e-01,6.279932e-01,1.091581e-02,7.349662e-01
6.996240e-02,2.911504e-02,6.062777e-01,6.585444e-01,1.091581e-02,8.225981e-01
2.453152e-02,1.402769e-02,5.938972e-01,6.123959e-01,1.091581e-02,6.373465e-01
4.869594e-02,3.191741e-02,4.751459e-01,5.081894e-01,1.091581e-02,3.769701e-01
