1.000000e+00 8.085169e-01
2.000000e+00 8.674357e-01
3.000000e+00 9.007547e-01
4.000000e+00 9.182928e-01
5.000000e+00 9.319103e-01
6.000000e+00 9.402805e-01
7.000000e+00 9.480393e-01
8.000000e+00 9.537324e-01
9.000000e+00 9.572874e-01
1.000000e+01 9.601112e-01
1.100000e+01 9.628658e-01
1.200000e+01 9.652343e-01
1.300000e+01 9.673770e-01
1.400000e+01 9.692908e-01
1.500000e+01 9.709381e-01
1.600000e+01 9.723751e-01
1.700000e+01 9.737041e-01
1.800000e+01 9.749846e-01
1.900000e+01 9.761706e-01
2.000000e+01 9.772897e-01
2.100000e+01 9.783130e-01
2.200000e+01 9.792375e-01
2.300000e+01 9.801207e-01
2.400000e+01 9.809777e-01
2.500000e+01 9.818036e-01
2.600000e+01 9.825222e-01
2.700000e+01 9.832187e-01
2.800000e+01 9.838808e-01
2.900000e+01 9.845121e-01
3.000000e+01 9.851331e-01
3.100000e+01 9.857233e-01
3.200000e+01 9.862701e-01
3.300000e+01 9.867761e-01
3.400000e+01 9.872726e-01
3.500000e+01 9.877389e-01
3.600000e+01 9.881907e-01
3.700000e+01 9.886298e-01
3.800000e+01 9.890533e-01
3.900000e+01 9.894453e-01
4.000000e+01 9.898331e-01
4.100000e+01 9.902092e-01
4.200000e+01 9.905656e-01
4.300000e+01 9.909155e-01
4.400000e+01 9.912440e-01
4.500000e+01 9.915676e-01
4.600000e+01 9.918777e-01
4.700000e+01 9.921728e-01
4.800000e+01 9.924648e-01
4.900000e+01 9.927400e-01
5.000000e+01 9.930117e-01
5.100000e+01 9.932804e-01
5.200000e+01 9.935442e-01
5.300000e+01 9.937987e-01
5.400000e+01 9.940391e-01
5.500000e+01 9.942680e-01
5.600000e+01 9.944900e-01
5.700000e+01 9.947045e-01
5.800000e+01 9.949136e-01
5.900000e+01 9.951181e-01
6.000000e+01 9.953193e-01
6.100000e+01 9.955176e-01
6.200000e+01 9.957089e-01
6.300000e+01 9.958940e-01
6.400000e+01 9.960687e-01
6.500000e+01 9.962406e-01
6.600000e+01 9.964098e-01
6.700000e+01 9.965727e-01
6.800000e+01 9.967316e-01
6.900000e+01 9.968887e-01
7.000000e+01 9.970406e-01
7.100000e+01 9.971851e-01
7.200000e+01 9.973277e-01
7.300000e+01 9.974670e-01
7.400000e+01 9.976050e-01
7.500000e+01 9.977376e-01
7.600000e+01 9.978638e-01
7.700000e+01 9.979862e-01
7.800000e+01 9.981026e-01
7.900000e+01 9.982171e-01
8.000000e+01 9.983285e-01
8.100000e+01 9.984373e-01
8.200000e+01 9.985439e-01
8.300000e+01 9.986484e-01
8.400000e+01 9.987497e-01
8.500000e+01 9.988480e-01
8.600000e+01 9.989420e-01
8.700000e+01 9.990343e-01
8.800000e+01 9.991246e-01
8.900000e+01 9.992127e-01
9.000000e+01 9.992993e-01
9.100000e+01 9.993831e-01
9.200000e+01 9.994636e-01
9.300000e+01 9.995401e-01
9.400000e+01 9.996141e-01
9.500000e+01 9.996851e-01
9.600000e+01 9.997526e-01
9.700000e+01 9.998196e-01
9.800000e+01 9.998828e-01
9.900000e+01 9.999437e-01
1.000000e+02 1.000000e+00
