1.000000e+00 1.016496e-01
2.000000e+00 8.317156e-02
3.000000e+00 6.669274e-02
4.000000e+00 5.865309e-02
5.000000e+00 5.496148e-02
6.000000e+00 5.166946e-02
7.000000e+00 4.732914e-02
8.000000e+00 4.379998e-02
9.000000e+00 4.165109e-02
1.000000e+01 4.076283e-02
1.100000e+01 3.947541e-02
1.300000e+01 3.574503e-02
1.700000e+01 3.187927e-02
2.100000e+01 2.817866e-02
2.500000e+01 2.508476e-02
3.000000e+01 2.204681e-02
3.500000e+01 1.966014e-02
4.000000e+01 1.757022e-02
4.600000e+01 1.536290e-02
5.300000e+01 1.281763e-02
6.000000e+01 1.079702e-02
6.700000e+01 9.105659e-03
7.400000e+01 7.681179e-03
8.200000e+01 6.203007e-03
9.100000e+01 4.784771e-03
1.000000e+02 3.854774e-03
