1.000000e+00 1.021415e-01
2.000000e+00 8.387880e-02
3.000000e+00 6.706031e-02
4.000000e+00 5.827660e-02
5.000000e+00 5.552321e-02
6.000000e+00 5.381357e-02
7.000000e+00 4.633265e-02
8.000000e+00 4.440716e-02
9.000000e+00 4.280668e-02
1.000000e+01 4.181989e-02
1.100000e+01 4.052347e-02
1.300000e+01 3.783351e-02
1.700000e+01 3.361919e-02
2.100000e+01 3.108986e-02
2.500000e+01 2.886938e-02
3.000000e+01 2.677079e-02
3.500000e+01 2.465390e-02
4.000000e+01 2.296013e-02
4.600000e+01 2.102922e-02
5.300000e+01 1.905154e-02
6.000000e+01 1.728310e-02
6.700000e+01 1.584789e-02
7.400000e+01 1.460183e-02
8.200000e+01 1.326996e-02
9.100000e+01 1.213090e-02
1.000000e+02 1.124271e-02
