1.000000e+00 9.595048e-02
2.000000e+00 7.748646e-02
3.000000e+00 6.200753e-02
4.000000e+00 5.276736e-02
5.000000e+00 5.067127e-02
6.000000e+00 4.592106e-02
7.000000e+00 4.017457e-02
8.000000e+00 3.819621e-02
9.000000e+00 3.618931e-02
1.000000e+01 3.432710e-02
1.100000e+01 3.264412e-02
1.300000e+01 3.006634e-02
1.700000e+01 2.446262e-02
2.100000e+01 2.036060e-02
2.500000e+01 1.708167e-02
3.000000e+01 1.413751e-02
3.500000e+01 1.131143e-02
4.000000e+01 8.810404e-03
4.600000e+01 6.447522e-03
5.300000e+01 4.159602e-03
6.000000e+01 1.907292e-03
6.700000e+01 3.238821e-09
7.400000e+01 3.238821e-09
8.200000e+01 3.238821e-09
9.100000e+01 3.238821e-09
1.000000e+02 3.238821e-09
